Unnamed: 0,id,t,longitude,latitude,sog,cog,heading,label,trip
148,BKZT14731869247997,2020-03-10 06:30:44,23.5559333333333,37.96381833333329,0.0,335.5,-1,Port,Port
149,BKZT14731869247997,2020-03-10 06:31:02,23.555935,37.96381833333329,0.0,335.5,-1,Port,Port
150,BKZT14731869247997,2020-03-10 06:31:23,23.555935,37.96381833333329,0.0,335.5,-1,Port,Port
151,BKZT14731869247997,2020-03-10 06:31:33,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
152,BKZT14731869247997,2020-03-10 06:31:44,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
153,BKZT14731869247997,2020-03-10 06:32:02,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
154,BKZT14731869247997,2020-03-10 06:32:23,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
155,BKZT14731869247997,2020-03-10 06:33:02,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
156,BKZT14731869247997,2020-03-10 06:33:13,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
157,BKZT14731869247997,2020-03-10 06:33:33,23.5559333333333,37.9638166666667,0.0,335.5,-1,Port,Port
158,BKZT14731869247997,2020-03-10 06:33:44,23.5559333333333,37.96381833333329,0.0,335.5,-1,Port,Port
159,BKZT14731869247997,2020-03-10 06:34:03,23.5559333333333,37.96381833333329,0.0,335.5,-1,Port,Port
160,BKZT14731869247997,2020-03-10 06:34:24,23.5559333333333,37.96381833333329,0.0,335.5,-1,Port,Port
161,BKZT14731869247997,2020-03-10 06:34:44,23.5559333333333,37.96381833333329,0.1,335.5,-1,Port,Port
162,BKZT14731869247997,2020-03-10 06:34:54,23.555935,37.9638166666667,0.0,335.5,-1,Port,Port
163,BKZT14731869247997,2020-03-10 06:38:13,23.555965,37.9637883333333,0.0,332.5,-1,Port,Port
164,BKZT14731869247997,2020-03-10 06:46:44,23.55596,37.9637733333333,0.0,332.9,-1,Port,Port
165,BKZT14731869247997,2020-03-10 06:50:33,23.5559566666667,37.9637666666667,0.2,332.9,-1,Port,Port
166,BKZT14731869247997,2020-03-10 06:50:44,23.5559566666667,37.963765,0.2,332.9,-1,Port,Port
167,BKZT14731869247997,2020-03-10 06:51:54,23.555953333333303,37.963635,1.4,231.6,-1,Route,3
168,BKZT14731869247997,2020-03-10 06:52:13,23.5558583333333,37.9634283333333,2.9,198.4,-1,Route,3
169,BKZT14731869247997,2020-03-10 06:52:23,23.555808333333303,37.963286666666704,3.2,206.5,-1,Route,3
170,BKZT14731869247997,2020-03-10 06:52:33,23.5557133333333,37.963106666666704,3.5,208.5,-1,Route,3
171,BKZT14731869247997,2020-03-10 06:52:43,23.5556116666667,37.96295,3.7,209.7,-1,Route,3
172,BKZT14731869247997,2020-03-10 06:53:03,23.55539,37.9626116666667,4.2,210.0,-1,Route,3
173,BKZT14731869247997,2020-03-10 06:53:13,23.5552216666667,37.962433333333294,4.2,219.6,-1,Route,3
174,BKZT14731869247997,2020-03-10 06:53:22,23.555075,37.9622916666667,4.3,221.6,-1,Route,3
175,BKZT14731869247997,2020-03-10 06:53:33,23.5548616666667,37.9621566666667,4.4,223.8,-1,Route,3
176,BKZT14731869247997,2020-03-10 06:54:33,23.5534516666667,37.961808333333295,4.0,254.3,-1,Route,3
177,BKZT14731869247997,2020-03-10 06:54:43,23.5532716666667,37.96177166666671,3.8,258.7,-1,Route,3
178,BKZT14731869247997,2020-03-10 06:55:13,23.552545,37.961645,3.3,258.8,-1,Route,3
179,BKZT14731869247997,2020-03-10 06:56:23,23.5513016666667,37.9614383333333,3.8,263.4,-1,Route,3
180,BKZT14731869247997,2020-03-10 06:56:33,23.5510316666667,37.961425,4.1,267.2,-1,Route,3
181,BKZT14731869247997,2020-03-10 06:57:04,23.5501516666667,37.961406666666704,4.9,263.0,-1,Route,3
182,BKZT14731869247997,2020-03-10 06:57:23,23.5496116666667,37.9613333333333,5.1,256.7,-1,Route,3
183,BKZT14731869247997,2020-03-10 06:57:43,23.5489933333333,37.9612016666667,5.4,253.6,-1,Route,3
184,BKZT14731869247997,2020-03-10 06:58:13,23.548063333333303,37.960978333333294,5.6,253.2,-1,Route,3
185,BKZT14731869247997,2020-03-10 06:58:44,23.54706666666669,37.960733333333295,5.7,253.2,-1,Route,3
186,BKZT14731869247997,2020-03-10 06:59:13,23.546095,37.960535,5.8,256.5,-1,Route,3
187,BKZT14731869247997,2020-03-10 06:59:23,23.545798333333305,37.960475,5.8,255.8,-1,Route,3
188,BKZT14731869247997,2020-03-10 07:00:23,23.543835,37.9600816666667,5.6,260.1,-1,Route,3
189,BKZT14731869247997,2020-03-10 07:00:44,23.54316,37.959948333333294,5.5,253.2,-1,Route,3
190,BKZT14731869247997,2020-03-10 07:01:33,23.541635,37.95962166666671,5.4,258.9,-1,Route,3
191,BKZT14731869247997,2020-03-10 07:01:44,23.5412866666667,37.9595666666667,5.4,259.7,-1,Route,3
192,BKZT14731869247997,2020-03-10 07:01:53,23.541005,37.9595133333333,5.4,259.6,-1,Route,3
193,BKZT14731869247997,2020-03-10 07:02:13,23.540375,37.959445,5.4,264.5,-1,Route,3
194,BKZT14731869247997,2020-03-10 07:02:23,23.540056666666697,37.959435,5.4,265.6,-1,Route,3
195,BKZT14731869247997,2020-03-10 07:02:53,23.5390933333333,37.9594433333333,5.5,272.6,-1,Route,3
196,BKZT14731869247997,2020-03-10 07:03:04,23.5387683333333,37.95946,5.5,273.3,-1,Route,3
197,BKZT14731869247997,2020-03-10 07:03:13,23.53844,37.95949833333329,5.5,275.8,-1,Route,3
198,BKZT14731869247997,2020-03-10 07:03:23,23.5381166666667,37.9595533333333,5.5,278.3,-1,Route,3
199,BKZT14731869247997,2020-03-10 07:03:33,23.537795000000003,37.9595983333333,5.5,279.8,-1,Route,3
200,BKZT14731869247997,2020-03-10 07:04:04,23.536846666666698,37.959745,5.5,283.6,-1,Route,3
201,BKZT14731869247997,2020-03-10 07:04:23,23.5362166666667,37.9599183333333,5.6,288.4,-1,Route,3
202,BKZT14731869247997,2020-03-10 07:04:53,23.535285,37.960263333333295,5.5,293.0,-1,Route,3
203,BKZT14731869247997,2020-03-10 07:06:13,23.53305,37.9614133333333,5.7,314.7,-1,Route,3
204,BKZT14731869247997,2020-03-10 07:08:34,23.5305616666667,37.964698333333295,5.9,343.6,-1,Route,3
205,BKZT14731869247997,2020-03-10 07:09:04,23.5303183333333,37.96532666666671,3.9,342.5,-1,Route,3
206,BKZT14731869247997,2020-03-10 07:09:52,23.5301683333333,37.9655583333333,0.3,20.8,-1,Port,Port
207,BKZT14731869247997,2020-03-10 07:10:34,23.5302266666667,37.965593333333295,0.0,24.4,-1,Port,Port
208,BKZT14731869247997,2020-03-10 07:13:23,23.5302283333333,37.96559666666671,0.0,24.4,-1,Port,Port
209,BKZT14731869247997,2020-03-10 07:14:23,23.53023,37.9655983333333,0.0,24.4,-1,Port,Port
210,BKZT14731869247997,2020-03-10 07:18:14,23.530231666666698,37.9656033333333,0.0,19.2,-1,Port,Port
211,BKZT14731869247997,2020-03-10 07:24:23,23.53028,37.965635,0.0,19.2,-1,Port,Port
212,BKZT14731869247997,2020-03-10 07:26:53,23.5302833333333,37.965638333333295,0.0,19.2,-1,Port,Port
213,BKZT14731869247997,2020-03-10 07:27:04,23.5302833333333,37.965638333333295,0.0,19.2,-1,Port,Port
214,BKZT14731869247997,2020-03-10 07:37:03,23.5306733333333,37.96503666666671,4.3,142.8,-1,Route,4
215,BKZT14731869247997,2020-03-10 07:37:23,23.5310316666667,37.96469,4.8,141.3,-1,Route,4
216,BKZT14731869247997,2020-03-10 07:37:33,23.531215,37.9645066666667,5.2,145.2,-1,Route,4
217,BKZT14731869247997,2020-03-10 07:38:03,23.531741666666697,37.9638566666667,5.7,150.2,-1,Route,4
218,BKZT14731869247997,2020-03-10 07:38:14,23.531921666666697,37.96356,5.8,152.5,-1,Route,4
219,BKZT14731869247997,2020-03-10 07:38:23,23.5320266666667,37.9633233333333,5.8,155.2,-1,Route,4
220,BKZT14731869247997,2020-03-10 07:38:33,23.532143333333305,37.963061666666704,5.8,160.0,-1,Route,4
221,BKZT14731869247997,2020-03-10 07:39:14,23.5325316666667,37.9619483333333,6.1,166.4,-1,Route,4
222,BKZT14731869247997,2020-03-10 07:40:24,23.53384,37.960495,5.4,121.9,-1,Route,4
223,BKZT14731869247997,2020-03-10 07:40:34,23.5341566666667,37.960358333333296,5.4,117.2,-1,Route,4
224,BKZT14731869247997,2020-03-10 07:40:54,23.53473,37.960178333333296,5.6,112.2,-1,Route,4
225,BKZT14731869247997,2020-03-10 07:41:14,23.535401666666697,37.959973333333295,5.8,107.6,-1,Route,4
226,BKZT14731869247997,2020-03-10 07:41:24,23.535681666666697,37.95988,5.9,106.9,-1,Route,4
227,BKZT14731869247997,2020-03-10 07:42:34,23.538156666666698,37.9594266666667,6.2,101.7,-1,Route,4
228,BKZT14731869247997,2020-03-10 07:43:04,23.539185,37.9592433333333,6.2,99.3,-1,Route,4
229,BKZT14731869247997,2020-03-10 07:43:14,23.539585,37.9592,6.3,98.0,-1,Route,4
230,BKZT14731869247997,2020-03-10 07:43:24,23.53993,37.9591766666667,6.3,97.6,-1,Route,4
231,BKZT14731869247997,2020-03-10 07:43:34,23.540336666666697,37.959145,6.3,96.0,-1,Route,4
232,BKZT14731869247997,2020-03-10 07:44:04,23.541403333333303,37.9590833333333,6.2,92.3,-1,Route,4
233,BKZT14731869247997,2020-03-10 07:44:14,23.541805,37.95908166666671,6.2,90.7,-1,Route,4
234,BKZT14731869247997,2020-03-10 07:44:24,23.54213,37.95907333333329,6.2,90.0,-1,Route,4
235,BKZT14731869247997,2020-03-10 07:44:34,23.5425283333333,37.9590666666667,6.2,89.3,-1,Route,4
236,BKZT14731869247997,2020-03-10 07:44:54,23.5432683333333,37.9590966666667,6.2,85.0,-1,Route,4
237,BKZT14731869247997,2020-03-10 07:45:04,23.543605,37.95913,6.2,82.3,-1,Route,4
238,BKZT14731869247997,2020-03-10 07:45:34,23.54471666666669,37.959346666666704,6.1,73.8,-1,Route,4
239,BKZT14731869247997,2020-03-10 07:45:44,23.545028333333303,37.9594283333333,6.1,72.8,-1,Route,4
240,BKZT14731869247997,2020-03-10 07:45:54,23.545408333333302,37.959528333333296,6.2,70.2,-1,Route,4
241,BKZT14731869247997,2020-03-10 07:46:04,23.545721666666697,37.959615,6.2,70.1,-1,Route,4
242,BKZT14731869247997,2020-03-10 07:46:34,23.54679,37.9599716666667,6.3,67.3,-1,Route,4
243,BKZT14731869247997,2020-03-10 07:46:44,23.547105,37.96008,6.3,67.7,-1,Route,4
244,BKZT14731869247997,2020-03-10 07:47:04,23.5477983333333,37.9602983333333,6.4,66.7,-1,Route,4
245,BKZT14731869247997,2020-03-10 07:47:24,23.548531666666698,37.960535,6.4,67.4,-1,Route,4
246,BKZT14731869247997,2020-03-10 07:47:44,23.5492416666667,37.9607683333333,6.4,69.2,-1,Route,4
247,BKZT14731869247997,2020-03-10 07:48:04,23.5499616666667,37.96095,6.5,71.9,-1,Route,4
248,BKZT14731869247997,2020-03-10 07:48:14,23.55033,37.96105166666671,6.5,72.8,-1,Route,4
